,time_zone,name,coordinates,code,country_code
2051,Europe/Stockholm,Gavle,"{'lon': 17.1418309, 'lat': 60.6746161}",GVX,SE
2052,America/New_York,Ithaca,"{'lon': -76.46359, 'lat': 42.49034}",ITH,US
2053,America/Asuncion,Ayolas,"{'lon': -56.85, 'lat': -27.366667}",AYO,PY
2054,Pacific/Port_Moresby,Itokama,"{'lon': 148.2, 'lat': -9.3}",ITK,PG
2055,Europe/Oslo,Gjovik,,ZYG,NO
2056,Asia/Karachi,Abbottabad,"{'lon': 73.25, 'lat': 34.2}",AAW,PK
2057,Africa/Khartoum,Wad Medani,"{'lon': 33.543888, 'lat': 14.393889}",DNI,SD
2058,America/Toronto,Glencoe,,XZC,CA
2059,Europe/London,Grantham,,XGM,GB
2060,America/Detroit,Holland,"{'lon': -86.11667, 'lat': 42.783333}",HLM,US
2061,America/Godthab,Qeqertaq,,PQT,GL
2062,America/Toronto,Grimsby,,XGY,CA
2063,America/Sao_Paulo,Itaperuna,"{'lon': -41.875, 'lat': -21.21889}",ITP,BR
2064,Europe/Paris,Deauville,"{'lon': 0.164167, 'lat': 49.362778}",DOL,FR
2065,Europe/Zurich,Grindelwald,,ZHJ,CH
2066,Pacific/Port_Moresby,Bali,"{'lon': 149.13333, 'lat': -4.833333}",BAJ,PG
2067,Asia/Shanghai,Handan,"{'lon': 114.425, 'lat': 36.525833}",HDG,CN
2068,Asia/Colombo,Pothuvil,,AYY,LK
2069,Europe/Berlin,Hagen,,ZEY,DE
2070,Europe/Zurich,Heerbrugg,"{'lon': 112.38541, 'lat': 34.736362}",ZHL,CH
2071,Europe/Paris,Bourges,"{'lon': 2.416667, 'lat': 47.15}",BOU,FR
2072,Europe/Berlin,Hamburg,"{'lon': 9.991586, 'lat': 53.553813}",HAM,DE
2073,Asia/Kolkata,Leh,"{'lon': 77.54746, 'lat': 34.14035}",IXL,IN
2074,Pacific/Honolulu,Waikoloa,"{'lon': -156.33333, 'lat': 19.85}",WKL,US
2075,America/Boise,Mountain Home,"{'lon': -115.683334, 'lat': 43.13333}",MUO,US
2076,Europe/London,Harwich,,QQH,GB
2077,Africa/Bangui,Bouca,"{'lon': 18.416668, 'lat': 6.75}",BCF,CF
2078,America/Los_Angeles,Quincy,"{'lon': -89.93228, 'lat': 33.975307}",GNF,US
2079,Australia/Brisbane,Abingdon,"{'lon': 143.2, 'lat': -17.666668}",ABG,AU
2080,Asia/Kolkata,Bhubaneswar,"{'lon': 85.81738, 'lat': 20.252853}",BBI,IN
2081,Australia/Perth,Derby,"{'lon': 123.6301046, 'lat': -17.3036783}",DRB,AU
2082,America/Chicago,Council Bluffs,"{'lon': -95.86667, 'lat': 41.266666}",CBF,US
2083,Pacific/Auckland,Auckland,"{'lon': 174.7633315, 'lat': -36.8484597}",AKL,NZ
2084,Australia/Brisbane,Durrie,"{'lon': 140.21666, 'lat': -25.616667}",DRR,AU
2085,Europe/Oslo,Hjerkinn,,YVH,NO
2086,Asia/Kathmandu,Biratnagar,"{'lon': 87.28333, 'lat': 26.434723}",BIR,NP
2087,America/Chicago,Amarillo,"{'lon': -101.8312969, 'lat': 35.2219971}",AMA,US
2088,Asia/Kolkata,Jamshedpur,"{'lon': 86.16889, 'lat': 22.813057}",IXW,IN
2089,Europe/Budapest,El Gouera,"{'lon': -17.078333, 'lat': 20.842222}",ZLG,HU
2090,Africa/Ouagadougou,Banfora,"{'lon': -4.666667, 'lat': 10.666667}",BNR,BF
2091,Europe/Vienna,Hohenems,"{'lon': 9.68671, 'lat': 47.36081}",HOH,AT
2092,Australia/Melbourne,Geelong,"{'lon': 144.35, 'lat': -38.13333}",GEX,AU
2093,Asia/Tokyo,Hachinohe,"{'lon': 141.47084, 'lat': 40.549168}",HHE,JP
2094,America/Cambridge_Bay,Hope Bay,,UZM,CA
2095,Australia/Sydney,Narrabri,"{'lon': 149.82912, 'lat': -30.31829}",NAA,AU
2096,America/Guyana,Matthews Ridge,"{'lon': -59.9, 'lat': 6.55}",MWJ,GY
2097,America/Panama,Mamitupo,"{'lon': -79.843056, 'lat': 9.578333}",MPI,PA
2098,Pacific/Fiji,Cicia,"{'lon': -179.33333, 'lat': -17.75}",ICI,FJ
2099,America/Panama,Bocas Del Toro,"{'lon': -82.251945, 'lat': 9.34}",BOC,PA
2100,America/New_York,Blacksburg,"{'lon': -80.416664, 'lat': 37.233334}",BCB,US
2101,America/Bogota,Bogota,"{'lon': -74.143135, 'lat': 4.698602}",BOG,CO
2102,Australia/Darwin,Daly Waters,"{'lon': 133.4, 'lat': -16.25}",DYW,AU
2103,Africa/Asmara,Assab,"{'lon': 42.638332, 'lat': 13.07}",ASA,ER
2104,Asia/Tehran,Jahrom,"{'lon': 53.55, 'lat': 28.516666}",JAR,IR
2105,Europe/London,Bournemouth,"{'lon': -1.832476, 'lat': 50.77827}",BOH,GB
2106,Australia/Darwin,Elkedra,"{'lon': 135.55, 'lat': -21.15}",EKD,AU
2107,America/Edmonton,Jasper,"{'lon': -118.083336, 'lat': 52.916668}",YJA,CA
2108,America/New_York,Jacksonville,"{'lon': -81.655651, 'lat': 30.3321838}",JAX,US
2109,America/New_York,Athens,"{'lon': -82.1, 'lat': 39.333332}",ATO,US
2110,Atlantic/Reykjavik,Djupivogur,"{'lon': -14.268333, 'lat': 64.650276}",DJU,IS
2111,Asia/Shanghai,Jixi,"{'lon': 130.99675, 'lat': 45.306084}",JXA,CN
2112,Europe/Sofia,Bourgas,"{'lon': 27.283333, 'lat': 42.416668}",BOJ,BG
2113,Australia/Darwin,Darwin,"{'lon': 130.8417694, 'lat': -12.4628198}",DRW,AU
2114,America/Anchorage,Central,"{'lon': -144.78194, 'lat': 65.57472}",CEM,US
2115,Africa/Khartoum,Kadugli,,KDX,SD
2116,America/Toronto,Sarnia,"{'lon': -82.36059, 'lat': 42.9848}",YZR,CA
2117,America/Montevideo,Paysandu,"{'lon': -58.064167, 'lat': -32.365833}",PDU,UY
2118,America/Los_Angeles,Brookings,"{'lon': -124.28333, 'lat': 42.05}",BOK,US
2119,Europe/Athens,Kalymnos,"{'lon': 26.940556, 'lat': 36.963333}",JKL,GR
2120,America/New_York,Petersburg,"{'lon': -79.11667, 'lat': 39.0}",PGC,US
2121,Africa/Bangui,Bouar,"{'lon': 15.666667, 'lat': 6.0}",BOP,CF
2122,America/Chicago,Belle Chasse,"{'lon': -90.0, 'lat': 29.966667}",BCS,US
2123,America/Chicago,Clarinda,"{'lon': -95.03333, 'lat': 40.733334}",ICL,US
2124,Asia/Kathmandu,Jomsom,"{'lon': 83.73333, 'lat': 28.783333}",JMO,NP
2125,Africa/Addis_Ababa,Ghinnir,"{'lon': 40.716667, 'lat': 7.15}",GNN,ET
2126,Europe/Zurich,Lenzerheide/Lai,,ZJD,CH
2127,Asia/Kabul,Dwyer,,DWR,AF
2128,America/Vancouver,Gorge Harbor,"{'lon': -124.95, 'lat': 50.083332}",YGE,CA
2129,America/Los_Angeles,Inyokern,"{'lon': -117.82917, 'lat': 35.656666}",IYK,US
2130,America/New_York,Boston,"{'lon': -71.0597732, 'lat': 42.3584308}",BOS,US
2131,America/Manaus,Ipiranga,"{'lon': -65.95, 'lat': -3.216667}",IPG,BR
2132,Asia/Kuala_Lumpur,Butterworth,"{'lon': 100.3925, 'lat': 5.466667}",BWH,MY
2133,Asia/Vientiane,Viengxay,"{'lon': 102.5, 'lat': 18.933332}",VNG,LA
2134,Australia/Brisbane,Julia Creek,"{'lon': 141.7, 'lat': -20.583332}",JCK,AU
2135,Europe/Copenhagen,Kjellerup,,QJW,DK
2136,Asia/Yekaterinburg,Krasnoselkup,"{'lon': 82.456055, 'lat': 65.70796}",KKQ,RU
2137,Pacific/Port_Moresby,Imane,"{'lon': 146.08333, 'lat': -6.7}",IMN,PG
2138,Asia/Kuala_Lumpur,Kuala Lumpur,"{'lon': 101.686855, 'lat': 3.139003}",KUL,MY
2139,America/Winnipeg,Pikwitonei,"{'lon': -97.333336, 'lat': 55.7}",PIW,CA
2140,Pacific/Port_Moresby,Boang,"{'lon': 153.33333, 'lat': -3.366667}",BOV,PG
2141,America/New_York,Bartow,"{'lon': -81.833336, 'lat': 27.9}",BOW,US
2142,Europe/Helsinki,Jyvaskyla,"{'lon': 25.68143, 'lat': 62.40362}",JYV,FI
2143,America/Boise,Gooding,"{'lon': -114.71667, 'lat': 42.933334}",GNG,US
2144,America/Detroit,Grand Rapids,"{'lon': -85.52974, 'lat': 42.88501}",GRR,US
2145,Europe/Rome,Brindisi,"{'lon': 17.9389909, 'lat': 40.6361753}",BDS,IT
2146,America/Moncton,Miramichi,,XEY,CA
2147,America/Montreal,Lac Edouard,,XEE,CA
2148,America/New_York,Bethpage,"{'lon': -73.48333, 'lat': 40.733334}",BPA,US
2149,America/New_York,Lake City,"{'lon': -82.66861, 'lat': 30.320557}",LCQ,US
2150,Africa/Johannesburg,Cradock,"{'lon': 25.6, 'lat': -32.13333}",CDO,ZA
2151,America/Chicago,Webster City,"{'lon': -93.816666, 'lat': 42.466667}",EBS,US
2152,Africa/Douala,Bamenda,"{'lon': 10.15, 'lat': 5.916667}",BPC,CM
2153,America/Nome,Edna Bay,"{'lon': -133.66667, 'lat': 55.95}",EDA,US
2154,America/Los_Angeles,Edwards,"{'lon': -117.916664, 'lat': 35.0}",EDW,US
2155,Africa/Douala,Nkongsamba,"{'lon': 9.933333, 'lat': 4.95}",NKS,CM
2156,Pacific/Port_Moresby,Biangabip,"{'lon': 141.74973, 'lat': -5.529722}",BPK,PG
2157,Asia/Jerusalem,Beer Sheba,"{'lon': 34.8, 'lat': 31.25}",BEV,IL
2158,Australia/Perth,Doongan,"{'lon': 126.3, 'lat': -15.383333}",DNG,AU
2159,Europe/Jersey,Jersey,"{'lon': -2.194344, 'lat': 49.205296}",JER,JE
2160,America/Los_Angeles,Los Angeles,"{'lon': -118.2436849, 'lat': 34.0522342}",LAX,US
2161,Asia/Makassar,Balikpapan,"{'lon': 116.90082, 'lat': -1.260623}",BPN,ID
2162,America/Yellowknife,Fort Smith,"{'lon': -111.96667, 'lat': 60.016666}",YSM,CA
2163,America/Sao_Paulo,Nanuque,"{'lon': -40.333332, 'lat': -17.816668}",NNU,BR
2164,Asia/Tokyo,Beppu,"{'lon': 131.5, 'lat': 33.25}",BPU,JP
2165,America/Sitka,Big Creek,"{'lon': -157.51666, 'lat': 58.3}",BIC,US
2166,Pacific/Majuro,Ine Island,"{'lon': 171.61667, 'lat': 6.983333}",IMI,MH
2167,Asia/Shanghai,Bangda,"{'lon': 97.10667, 'lat': 30.555834}",BPX,CN
2168,Europe/Oslo,Lillestrom,,XKI,NO
2169,Asia/Kolkata,Jodhpur,"{'lon': 73.05055, 'lat': 26.263948}",JDH,IN
2170,Indian/Antananarivo,Besalampy,"{'lon': 44.483334, 'lat': -16.75}",BPY,MG
2171,America/Chicago,Biloxi,"{'lon': -88.88333, 'lat': 30.4}",BIX,US
2172,Africa/Luanda,Lobito,,LLT,AO
2173,Europe/Athens,Ikaria Island,"{'lon': 26.333332, 'lat': 37.666668}",JIK,GR
2174,Africa/Algiers,Sidi Belabbes,"{'lon': -0.589444, 'lat': 35.171665}",BFW,DZ
2175,Europe/Zurich,Locarno,,ZJI,CH
2176,Europe/London,London,"{'lon': 0.06, 'lat': 51.51}",LON,GB
2177,Asia/Manila,Casiguran,"{'lon': 122.01667, 'lat': 16.083332}",CGG,PH
2178,Europe/London,Mansfield,,ZMA,GB
2179,America/New_York,Whitesburg,"{'lon': -82.833336, 'lat': 37.11667}",BRG,US
2180,Africa/Bissau,Bubaque,"{'lon': -15.85, 'lat': 11.3}",BQE,GW
2181,Australia/Brisbane,Brighton Downs,"{'lon': 141.56667, 'lat': -23.366667}",BHT,AU
2182,Asia/Shanghai,Jiamusi,"{'lon': 130.45541, 'lat': 46.845394}",JMU,CN
2183,Europe/Dublin,Sligo,"{'lon': -8.4715279, 'lat': 54.2706069}",SXL,IE
2184,America/Chicago,Emporia,"{'lon': -96.190834, 'lat': 38.3325}",EMP,US
2185,Europe/London,Loughborough,,XQI,GB
2186,Africa/Windhoek,Bagani,"{'lon': 21.629723, 'lat': -18.118055}",BQI,NA
2187,Asia/Kabul,Farah,"{'lon': 62.11667, 'lat': 32.36667}",FAH,AF
2188,Europe/Bucharest,Lugoj,,LGJ,RO
2189,Europe/Stockholm,Malmo,"{'lon': 13.004, 'lat': 55.61}",MMA,SE
2190,Asia/Manila,Luzon Island,"{'lon': 121.0, 'lat': 16.0}",CRK,PH
2191,America/New_York,Goldsboro,"{'lon': -77.98333, 'lat': 35.38333}",GSB,US
2192,America/Fortaleza,Barreirinhas,"{'lon': -57.11111, 'lat': -2.910626}",BRB,BR
2193,Asia/Rangoon,Bassein,"{'lon': 94.78333, 'lat': 16.8}",BSX,MM
2194,Africa/Luanda,Cafunfo,"{'lon': 18.0, 'lat': -8.766667}",CFF,AO
2195,America/Chicago,Brainerd,"{'lon': -94.1375, 'lat': 46.39722}",BRD,US
2196,America/Vancouver,Mansons Landing,"{'lon': -124.98369, 'lat': 50.07145}",YMU,CA
2197,Europe/London,Market Harborough,,XQM,GB
2198,Asia/Kolkata,Kolhapur,"{'lon': 74.333336, 'lat': 16.666668}",KLH,IN
2199,Australia/Perth,Gascoyne Junction,"{'lon': 115.25, 'lat': -25.166668}",GSC,AU
2200,Europe/Zurich,Berne,"{'lon': 7.4446085, 'lat': 46.9479222}",BRN,CH
2201,Asia/Karachi,Bahawalpur,"{'lon': 71.683334, 'lat': 29.4}",BHV,PK
2202,Australia/Adelaide,Clifton Hills,"{'lon': 139.0, 'lat': -27.0}",CFH,AU
2203,America/Chicago,Brownsville,"{'lon': -97.42333, 'lat': 25.90889}",BRO,US
2204,America/New_York,Oceana,"{'lon': -76.03333, 'lat': 36.816666}",NTU,US
2205,Africa/Luanda,M'banza Congo,"{'lon': 14.244167, 'lat': -6.273889}",SSY,AO
2206,Europe/Prague,Brno,"{'lon': 16.6115347, 'lat': 49.1909804}",BRQ,CZ
2207,America/Indiana/Indianapolis,Peru,"{'lon': -86.066666, 'lat': 40.75}",GUS,US
2208,Europe/Stockholm,Karlstad,"{'lon': 13.472059, 'lat': 59.360283}",KSD,SE
2209,Africa/Nairobi,Meru,"{'lon': 38.183334, 'lat': 0.233194}",JJM,KE
2210,America/Chicago,West Bend,"{'lon': -88.183334, 'lat': 43.416668}",ETB,US
2211,America/Chicago,Crookston,"{'lon': -96.61667, 'lat': 47.783333}",CKN,US
2212,America/Sao_Paulo,Brasilia,"{'lon': -47.921486, 'lat': -15.869807}",BSB,BR
2213,America/New_York,Miami,"{'lon': -80.2264393, 'lat': 25.7889689}",MIA,US
2214,America/Chicago,Columbus,"{'lon': -88.38333, 'lat': 33.466667}",UBS,US
2215,Australia/Eucla,Eucla,"{'lon': 128.86667, 'lat': -31.716667}",EUC,AU
2216,Asia/Shanghai,Baoshan,"{'lon': 99.16143, 'lat': 25.055182}",BSD,CN
2217,Europe/Berlin,Stendal,,ZSN,DE
2218,Australia/Perth,Argyle,"{'lon': 128.66667, 'lat': -16.333332}",GYL,AU
2219,Asia/Kuching,Sematan,"{'lon': 109.76667, 'lat': 1.8}",BSE,MY
2220,Europe/Rome,Milan,"{'lon': 9.1881714, 'lat': 45.463681}",MIL,IT
2221,Australia/Melbourne,Bairnsdale,"{'lon': 147.63333, 'lat': -37.833332}",BSJ,AU
2222,America/Chicago,Lemars,"{'lon': -96.166664, 'lat': 42.8}",LRJ,US
2223,Europe/Rome,Modena,,ZMO,IT
2224,Africa/Bangui,Bossangoa,"{'lon': 17.5, 'lat': 6.583333}",BSN,CF
2225,Atlantic/Reykjavik,Flateyri,"{'lon': -23.7, 'lat': 65.98333}",FLI,IS
2226,America/New_York,Wooster,"{'lon': -81.933334, 'lat': 40.8}",BJJ,US
2227,Asia/Shanghai,Jiayuguan,"{'lon': 98.416664, 'lat': 39.833332}",JGN,CN
2228,Asia/Ho_Chi_Minh,Can Tho,"{'lon': 105.76639, 'lat': 10.047222}",VCA,VN
2229,America/Merida,Ciudad Del Carmen,"{'lon': -91.802734, 'lat': 18.65103}",CME,MX
2230,Europe/Brussels,Mons,,QMO,BE
2231,America/Sao_Paulo,Varginha,"{'lon': -45.433334, 'lat': -21.55}",VAG,BR
2232,Europe/Paris,Granville,"{'lon': -1.566667, 'lat': 48.88333}",GFR,FR
2233,America/Los_Angeles,Jackpot,"{'lon': -114.666664, 'lat': 41.983334}",KPT,US
2234,Indian/Antananarivo,Moramanga,,OHB,MG
2235,Asia/Kolkata,Rourkela,"{'lon': 84.81472, 'lat': 22.256666}",RRK,IN
2236,Europe/Berlin,Munich,"{'lon': 11.5801863, 'lat': 48.1391265}",MUC,DE
2237,America/Caracas,Barcelona,"{'lon': -64.68589, 'lat': 10.107936}",BLA,VE
2238,Asia/Manila,Basco,"{'lon': 121.977776, 'lat': 20.453056}",BSO,PH
2239,Europe/Oslo,Myrdal,,XOL,NO
2240,America/Godthab,Sisimiut,"{'lon': -53.704166, 'lat': 66.93694}",JHS,GL
2241,Asia/Kolkata,Bikaner,"{'lon': 73.3, 'lat': 28.016666}",BKB,IN
2242,Asia/Yekaterinburg,Mys-Kamenny,"{'lon': 73.59573, 'lat': 68.46843}",YMK,RU
2243,America/Chicago,Northbrook,"{'lon': -87.816666, 'lat': 42.11667}",OBK,US
2244,Australia/Brisbane,Barkly Downs,"{'lon': 138.5, 'lat': -20.5}",BKP,AU
2245,America/Toronto,Napanee,,XIF,CA
2246,Australia/Brisbane,Gladstone,"{'lon': 151.22351, 'lat': -23.87147}",GLT,AU
2247,Asia/Riyadh,Dawadmi,"{'lon': 44.1287, 'lat': 24.445545}",DWD,SA
2248,Europe/Zurich,Neuchatel,,QNC,CH
2249,America/Anchorage,Boswell Bay,"{'lon': -146.13333, 'lat': 60.4}",BSW,US
2250,America/Denver,Artesia,"{'lon': -104.46694, 'lat': 32.84833}",ATS,US
2251,Asia/Colombo,Nuwara Eliya,"{'lon': 80.76667, 'lat': 6.966667}",NUA,LK
2252,Europe/Berlin,Westerland,"{'lon': 8.343056, 'lat': 54.91528}",GWT,DE
2253,America/New_York,New York,"{'lon': -74.0059731, 'lat': 40.7143528}",NYC,US
2254,Africa/Douala,Yaoundé,"{'lon': 13.7275, 'lat': 4.540833}",BTA,CM
2255,Europe/Rome,Bologna,"{'lon': 11.3465185, 'lat': 44.4941903}",BLQ,IT
2256,America/New_York,Ocean City,"{'lon': -75.11667, 'lat': 38.316666}",OCE,US
2257,Europe/Athens,Mikonos,"{'lon': 25.344444, 'lat': 37.43611}",JMK,GR
2258,Asia/Colombo,Batticaloa,"{'lon': 81.68, 'lat': 7.71}",BTC,LK
2259,Asia/Bangkok,Chumphon,"{'lon': 99.36389, 'lat': 10.709722}",CJM,TH
2260,Asia/Kolkata,Jamnagar,"{'lon': 70.01195, 'lat': 22.463333}",JGA,IN
2261,Pacific/Wake,Wake Island,"{'lon': 166.63333, 'lat': 19.283333}",AWK,UM
2262,Pacific/Tahiti,Niau,"{'lon': -146.37325, 'lat': -16.121988}",NIU,PF
2263,Asia/Seoul,Uljin,,UJN,KR
2264,Australia/Brisbane,Orchid Beach,"{'lon': 153.16667, 'lat': -25.25}",OKB,AU
2265,Europe/London,Leicestershire,"{'lon': -1.1491718, 'lat': 52.9551147}",NQT,GB
2266,America/New_York,Burlington,"{'lon': -73.15527, 'lat': 44.469013}",BTV,US
2267,Africa/Bangui,Batangafo,"{'lon': 18.333332, 'lat': 7.416667}",BTG,CF
2268,Indian/Comoro,Moroni,"{'lon': 43.261112, 'lat': -11.531944}",YVA,KM
2269,America/Anchorage,Barter Island,"{'lon': -143.57834, 'lat': 70.13472}",BTI,US
2270,Europe/Copenhagen,Nyborg,,ZIB,DK
2271,America/Los_Angeles,Oakdale,,ODC,US
2272,Europe/Stockholm,Landskrona,"{'lon': 12.7, 'lat': 56.05}",JLD,SE
2273,Europe/Zurich,Nyon,,ZRN,CH
2274,Asia/Baghdad,Bamerny,"{'lon': 43.266666, 'lat': 37.1}",BMN,IQ
2275,Asia/Colombo,Hambantota,"{'lon': 81.123611, 'lat': 6.288889}",HRI,LK
2276,America/Denver,Grand Junction,"{'lon': -108.528336, 'lat': 39.122665}",GJT,US
2277,America/Santiago,Cochrane,"{'lon': -72.0, 'lat': -47.166668}",LGR,CL
2278,Europe/Zurich,Uzwil,,ZKX,CH
2279,Australia/Brisbane,Charters Towers,"{'lon': 146.26917, 'lat': -20.046667}",CXT,AU
2280,Asia/Jakarta,Banda Aceh,"{'lon': 95.41833, 'lat': 5.518021}",BTJ,ID
2281,Europe/Berlin,Siegen,"{'lon': 8.0, 'lat': 50.85}",SGE,DE
2282,Europe/Paris,Valenciennes,,XVS,FR
2283,America/Caracas,Acarigua,"{'lon': -69.23333, 'lat': 9.552222}",AGV,VE
2284,Asia/Rangoon,Heho,"{'lon': 96.79341, 'lat': 20.743862}",HEH,MM
2285,Europe/Zurich,Olten,,ZJU,CH
2286,America/Argentina/Buenos_Aires,Coronel Suarez,"{'lon': -61.88333, 'lat': -37.433334}",CSZ,AR
2287,Pacific/Noumea,Houailou,"{'lon': 166.06667, 'lat': -21.033333}",HLU,NC
2288,Europe/Oslo,Stavanger,"{'lon': 5.7331073, 'lat': 58.9699756}",SVG,NO
2289,Asia/Kolkata,Jabalpur,"{'lon': 79.925, 'lat': 22.666668}",JLR,IN
2290,Africa/Kinshasa,Boende,"{'lon': 20.87, 'lat': -0.233056}",BNB,CD
2291,Europe/Brussels,Bruges,"{'lon': 2.9, 'lat': 51.2166667}",OST,BE
2292,America/Sitka,Baranof,"{'lon': -135.0, 'lat': 57.0}",BNF,US
2293,America/Chicago,Schaumburg,"{'lon': -88.083336, 'lat': 42.033333}",JMH,US
2294,America/Chicago,Bartlesville,"{'lon': -96.01083, 'lat': 36.7625}",BVO,US
2295,Asia/Shanghai,Pan Yu,,ZAX,CN
2296,America/Paramaribo,Botopasie,"{'lon': -55.45, 'lat': 4.25}",BTO,SR
2297,Europe/Oslo,Vegarshei,,ZYV,NO
2298,Europe/Oslo,Oslo,"{'lon': 10.7522454, 'lat': 59.9138688}",OSL,NO
2299,Africa/Lagos,Imo,"{'lon': 7.201676, 'lat': 5.427866}",QOW,NG
2300,Africa/Lagos,Sokoto,"{'lon': 5.242222, 'lat': 13.006389}",SKO,NG
2301,America/Guyana,Mahdia,"{'lon': -59.15, 'lat': 5.25}",MHA,GY
2302,Africa/Maseru,Sekakes,"{'lon': 28.166668, 'lat': -29.65}",SKQ,LS
2303,Asia/Kuching,Bintulu,"{'lon': 113.04346, 'lat': 3.171772}",BTU,MY
2304,Europe/Oslo,Rena,,XKE,NO
2305,America/Vancouver,Parksville,,XPB,CA
2306,America/New_York,Florence,"{'lon': -79.72444, 'lat': 34.18889}",FLO,US
2307,Asia/Makassar,Batu Licin,"{'lon': 116.0, 'lat': -3.0}",BTW,ID
2308,Asia/Bangkok,Pattani,"{'lon': 101.15833, 'lat': 6.777222}",PAN,TH
2309,Europe/Oslo,Porsgrunn,,XKP,NO
2310,Pacific/Enderbury,Canton Island,"{'lon': -171.66667, 'lat': -2.833333}",CIS,KI
2311,Pacific/Noumea,Tiga,"{'lon': 167.80293, 'lat': -21.098358}",TGJ,NC
2312,Australia/Brisbane,Hughenden,"{'lon': 144.22444, 'lat': -20.81889}",HGD,AU
2313,Atlantic/Azores,Graciosa Island (Azores),"{'lon': -28.027958, 'lat': 39.090954}",GRW,PT
2314,Europe/Berlin,Duisburg,,DUI,DE
2315,Asia/Kuching,Semporna,"{'lon': 118.833336, 'lat': 4.416667}",SMM,MY
2316,Australia/Brisbane,Birdsville,"{'lon': 139.34334, 'lat': -25.898333}",BVI,AU
2317,America/Vancouver,Port Hardy,"{'lon': -127.36389, 'lat': 50.680557}",YZT,CA
2318,Australia/Brisbane,Betoota,"{'lon': 140.73334, 'lat': -25.7}",BTX,AU
2319,Asia/Kolkata,Patna,"{'lon': 85.09067, 'lat': 25.59489}",PAT,IN
2320,Europe/Zurich,Rapperswil,,ZJW,CH
2321,America/Metlakatla,Annette Island,"{'lon': -131.57056, 'lat': 55.036945}",ANN,US
2322,Australia/Brisbane,Boulia,"{'lon': 139.9, 'lat': -22.9}",BQL,AU
2323,Europe/Oslo,Tonsberg,,XKW,NO
2324,Europe/Oslo,Rade,,ZXX,NO
2325,Asia/Jayapura,Bokondini,"{'lon': 133.58333, 'lat': -2.0}",BUI,ID
2326,America/Detroit,Sault Ste. Marie,"{'lon': -84.35, 'lat': 46.5}",SSM,US
2327,Pacific/Port_Moresby,Bulolo,"{'lon': 146.64778, 'lat': -7.189722}",BUL,PG
2328,Asia/Kolkata,Bhatinda,"{'lon': 74.96667, 'lat': 30.166668}",BUP,IN
2329,Pacific/Port_Moresby,Kiwai Island,"{'lon': 143.41667, 'lat': -8.583333}",KWX,PG
2330,Asia/Tbilisi,Batumi,"{'lon': 41.600555, 'lat': 41.610832}",BUS,GE
2331,Europe/Oslo,Ringebu,,XUQ,NO
2332,America/Moncton,Sackville,,XKV,CA
2333,Asia/Colombo,Hingurakgoda,"{'lon': 80.97111, 'lat': 8.05}",HIM,LK
2334,Pacific/Port_Moresby,Manetai,"{'lon': 155.33333, 'lat': -6.0}",MVI,PG
2335,Asia/Shanghai,Lanzhou,"{'lon': 103.86667, 'lat': 36.033333}",LHW,CN
2336,Europe/Rome,Salerno,"{'lon': 14.92084, 'lat': 40.620148}",QSR,IT
2337,Europe/Oslo,Sandvika,,ZYW,NO
2338,Asia/Rangoon,Khamti,"{'lon': 95.67965, 'lat': 25.993513}",KHM,MM
2339,America/Nome,Beaver Inlet,"{'lon': -166.31667, 'lat': 53.733334}",BVD,US
2340,Africa/Malabo,Bata,"{'lon': 9.802222, 'lat': 1.906667}",BSG,GQ
2341,Asia/Kabul,Shindand,,OAH,AF
2342,America/Porto_Velho,Vilhena,"{'lon': -60.11667, 'lat': -12.716667}",BVH,BR
2343,Europe/Berlin,Schwanheide,,ZSD,DE
2344,America/Montreal,Senneterre,,XFK,CA
2345,Africa/Kampala,Soroti,"{'lon': 33.61667, 'lat': 1.7}",SRT,UG
2346,Asia/Ho_Chi_Minh,Thanh Hoa,"{'lon': 105.776389, 'lat': 19.8075}",THD,VN
2347,Pacific/Port_Moresby,Bolovip,"{'lon': 141.7, 'lat': -5.383333}",BVP,PG
2348,Asia/Vientiane,Houeisay,"{'lon': 103.75, 'lat': 20.5}",HOE,LA
2349,America/Chicago,Greenville,"{'lon': -96.06167, 'lat': 33.066666}",GVT,US
2350,Europe/Bratislava,Bratislava,"{'lon': 17.21, 'lat': 48.17}",BTS,SK
2351,Australia/Brisbane,Stephen Island,"{'lon': 143.56667, 'lat': -9.5}",STF,AU
2352,Australia/Perth,Kalbarri,"{'lon': 114.13333, 'lat': -27.866667}",KAX,AU
2353,America/Chicago,Brownwood,"{'lon': -98.956665, 'lat': 31.794722}",BWD,US
2354,America/Vancouver,Shawnigan,,XFM,CA
2355,Asia/Aden,Albuq,"{'lon': 43.766666, 'lat': 15.833333}",BUK,YE
2356,America/Denver,Hobbs,"{'lon': -103.1360403, 'lat': 32.7026116}",HOB,US
2357,Asia/Shanghai,Shunde,,ZAS,CN
2358,Europe/Berlin,Guettin,"{'lon': 12.316667, 'lat': 54.38333}",GTI,DE
2359,Europe/Copenhagen,Silkeborg,,XAH,DK
2360,Africa/Nouakchott,Kiffa,"{'lon': -11.405278, 'lat': 16.588888}",KFA,MR
2361,America/Anchorage,Chicken,"{'lon': -141.94917, 'lat': 64.06778}",CKX,US
2362,Europe/Berlin,Solingen,,ZIO,DE
2363,Africa/Johannesburg,Harrismith,"{'lon': 29.1, 'lat': -26.233334}",HRS,ZA
